user_id,name,city,age,source,registered_at,order_id,order_date,category,amount,status
21625,Максим Иванов,Краснодар,57,,2026-05-01 04:00:00,174412,2026-07-23 04:00:00,Electronics,135046.39,completed
21028,Елена Попов,Нижний Новгород,42,organic,2025-08-17 02:00:00,208044,2025-11-15 02:00:00,Home,48622.59,returned
14685,Мария Попов,Краснодар,43,email,2025-09-02 20:00:00,173155,2025-12-11 20:00:00,Sports,81698.35,completed
29619,Анна Кузнецов,Москва,23,,2025-03-13 12:00:00,215374,2025-06-04 12:00:00,Beauty,58922.64,completed
32130,Ольга Кузнецов,Новосибирск,29,partner,2025-04-04 10:00:00,177992,2025-07-01 10:00:00,Books,139195.31,pending
18502,Иван Попов,Нижний Новгород,43,social,2025-07-26 02:00:00,115449,2025-08-27 02:00:00,Beauty,133635.51,completed
29444,Дмитрий Попов,Самара,20,email,2025-10-04 09:00:00,198004,2025-11-22 09:00:00,Books,66850.38,completed
39679,Иван Петров,Санкт-Петербург,18,social,2025-01-11 10:00:00,164959,2025-03-15 10:00:00,Home,963.95,completed
39824,Сергей Иванов,Казань,51,organic,2025-01-29 06:00:00,187056,2025-04-23 06:00:00,Electronics,56540.16,pending
11331,Алексей Морозов,Казань,19,social,2025-11-25 07:00:00,138893,2026-03-14 07:00:00,Books,89051.69,pending
37023,Дмитрий Волков,Краснодар,56,,2025-02-08 03:00:00,218435,2025-05-29 03:00:00,Clothing,145216.6,pending
15891,Алексей Смирнов,Новосибирск,31,organic,2026-02-21 21:00:00,145636,2026-06-09 21:00:00,Beauty,41820.18,completed
28755,Мария Петров,Самара,43,partner,2025-06-01 19:00:00,206862,2025-09-09 19:00:00,Clothing,62226.43,cancelled
1508,Дмитрий Попов,Казань,38,advertising,2025-10-23 09:00:00,186905,2026-01-05 09:00:00,Sports,113218.92,cancelled
29741,Елена Петров,Екатеринбург,48,partner,2025-11-08 17:00:00,106566,2026-02-27 17:00:00,Home,29065.21,cancelled
12342,Иван Волков,Санкт-Петербург,47,organic,2025-04-15 05:00:00,101875,2025-07-10 05:00:00,Electronics,12249.89,completed
27020,Мария Волков,Самара,35,,2025-04-01 05:00:00,173898,2025-04-03 05:00:00,Electronics,73667.43,returned
13822,Анна Волков,Санкт-Петербург,50,email,2025-06-20 06:00:00,216666,2025-09-28 06:00:00,Home,98585.13,pending
29704,Мария Морозов,Нижний Новгород,62,organic,2025-11-12 11:00:00,211762,2026-02-13 11:00:00,Beauty,91639.4,
6657,Елена Морозов,Казань,36,,2025-05-16 07:00:00,161594,2025-06-04 07:00:00,Electronics,102911.1,cancelled
31788,Анна Морозов,Санкт-Петербург,48,advertising,2025-06-13 18:00:00,196822,2025-09-02 18:00:00,Sports,98494.05,completed
16530,Анна Попов,Санкт-Петербург,65,partner,2026-02-02 15:00:00,113253,2026-02-18 15:00:00,Books,104431.57,cancelled
29154,Иван Морозов,Краснодар,31,advertising,2026-03-01 06:00:00,131651,2026-04-20 06:00:00,Books,32661.19,
36,Максим Попов,Краснодар,62,email,2025-11-09 07:00:00,178549,2025-11-25 07:00:00,Beauty,144298.03,completed
33063,Ольга Сидоров,Москва,39,email,2026-04-10 23:00:00,172173,2026-05-22 23:00:00,Electronics,142476.53,cancelled
10049,Елена Иванов,Екатеринбург,29,social,2026-05-14 22:00:00,116086,2026-09-05 22:00:00,Clothing,139044.06,completed
2643,Елена Морозов,Екатеринбург,23,partner,2026-04-03 20:00:00,157824,2026-05-18 20:00:00,Beauty,20478.85,completed
18474,Иван Попов,Екатеринбург,51,social,2025-01-28 18:00:00,111138,2025-04-06 18:00:00,Electronics,78717.13,completed
34148,Иван Кузнецов,Москва,20,organic,2025-09-19 11:00:00,156464,2025-11-01 11:00:00,Clothing,146959.15,cancelled
36795,Артём Смирнов,Краснодар,37,,2025-04-12 18:00:00,154788,2025-05-10 18:00:00,Books,7401.11,pending
10983,Алексей Кузнецов,Казань,36,partner,2025-05-15 17:00:00,192118,2025-09-04 17:00:00,Clothing,12415.87,pending
24331,Артём Волков,Екатеринбург,38,partner,2025-07-20 12:00:00,129115,2025-09-02 12:00:00,Electronics,112388.61,returned
3739,Елена Морозов,Казань,42,partner,2025-12-23 17:00:00,218990,2026-01-29 17:00:00,Home,113157.55,cancelled
27267,Елена Морозов,Нижний Новгород,55,social,2025-06-16 10:00:00,177094,2025-07-02 10:00:00,Sports,13587.9,completed
3712,Иван Иванов,Краснодар,26,advertising,2025-02-18 19:00:00,115176,2025-05-07 19:00:00,Clothing,143762.84,returned
6091,Артём Сидоров,Москва,22,,2025-02-06 02:00:00,194066,2025-03-28 02:00:00,Sports,49850.68,cancelled
20263,Алексей Попов,Самара,27,partner,2026-05-05 06:00:00,155506,2026-08-09 06:00:00,Electronics,4727.17,completed
19975,Артём Петров,Краснодар,31,,2025-02-22 14:00:00,193331,2025-03-05 14:00:00,Clothing,86675.33,cancelled
8755,Артём Петров,Екатеринбург,27,social,2025-02-10 14:00:00,132214,2025-02-23 14:00:00,Books,35478.13,completed
5292,Анна Волков,Новосибирск,29,email,2025-05-26 03:00:00,150400,2025-09-08 03:00:00,Home,138419.37,completed
36006,Алексей Петров,Санкт-Петербург,45,,2025-04-25 18:00:00,122352,2025-08-12 18:00:00,Home,138764.65,cancelled
12277,Дмитрий Иванов,Новосибирск,32,social,2025-12-02 11:00:00,134541,2025-12-07 11:00:00,Electronics,91437.12,
13298,Сергей Сидоров,Краснодар,38,social,2025-06-26 03:00:00,195410,2025-10-04 03:00:00,Books,137461.5,
35862,Сергей Морозов,Казань,35,advertising,2025-06-15 03:00:00,117214,2025-08-17 03:00:00,Home,92495.01,cancelled
3187,Ольга Иванов,Москва,45,advertising,2025-03-24 07:00:00,105754,2025-06-08 07:00:00,Sports,83778.38,pending
2448,Иван Смирнов,Краснодар,38,partner,2026-02-11 03:00:00,174619,2026-03-13 03:00:00,Home,67875.9,completed
6263,Алексей Волков,Нижний Новгород,42,advertising,2025-09-24 11:00:00,143195,2025-12-11 11:00:00,Beauty,109045.37,
10430,Алексей Сидоров,Краснодар,36,organic,2025-10-02 07:00:00,217916,2025-10-05 07:00:00,Sports,45891.72,completed
16201,Иван Попов,Самара,20,,2025-02-10 07:00:00,179346,2025-04-05 07:00:00,Home,131086.88,pending
5327,Артём Петров,Санкт-Петербург,22,advertising,2026-03-25 01:00:00,107931,2026-07-06 01:00:00,Sports,123128.07,completed
6256,Иван Смирнов,Нижний Новгород,31,,2026-04-13 06:00:00,164644,2026-05-15 06:00:00,Electronics,125740.75,completed
23064,Максим Петров,Краснодар,29,organic,2025-08-27 04:00:00,202380,2025-12-01 04:00:00,Clothing,132321.67,returned
18206,Максим Волков,Казань,52,social,2025-10-25 19:00:00,129478,2025-11-04 19:00:00,Books,131014.08,cancelled
22368,Ольга Попов,Санкт-Петербург,63,social,2025-08-24 09:00:00,195533,2025-11-14 09:00:00,Books,144804.97,cancelled
20359,Мария Попов,Самара,18,social,2025-05-03 17:00:00,122224,2025-05-05 17:00:00,Sports,100062.56,returned
8135,Артём Попов,Москва,31,partner,2026-01-23 15:00:00,166344,2026-05-10 15:00:00,Electronics,89914.0,returned
24515,Иван Кузнецов,Казань,52,organic,2025-10-02 01:00:00,181412,2025-12-17 01:00:00,Electronics,95949.02,completed
31840,Дмитрий Иванов,Москва,46,organic,2025-05-28 04:00:00,112544,2025-07-04 04:00:00,Clothing,116568.29,pending
28098,Алексей Петров,Москва,28,organic,2025-06-24 20:00:00,147817,2025-07-02 20:00:00,Home,144012.29,pending
33616,Иван Кузнецов,Самара,30,email,2026-05-16 10:00:00,182909,2026-06-07 10:00:00,Home,106678.55,returned
26722,Алексей Попов,Новосибирск,18,organic,2026-05-06 03:00:00,157324,2026-06-25 03:00:00,Beauty,60144.49,cancelled
29887,Артём Попов,Москва,62,organic,2025-03-22 00:00:00,181279,2025-04-09 00:00:00,Electronics,69195.73,
19796,Артём Волков,Новосибирск,56,partner,2025-06-11 12:00:00,107186,2025-08-08 12:00:00,Clothing,63077.37,cancelled
10116,Артём Морозов,Самара,54,organic,2025-09-30 05:00:00,142407,2025-11-27 05:00:00,Beauty,48310.98,
23198,Елена Сидоров,Москва,32,partner,2025-10-24 05:00:00,174548,2026-02-18 05:00:00,Sports,94794.27,returned
27904,Анна Смирнов,Самара,35,partner,2025-11-14 08:00:00,184686,2025-12-09 08:00:00,Electronics,49086.37,cancelled
9125,Алексей Иванов,Самара,63,,2025-01-08 21:00:00,164140,2025-01-30 21:00:00,Sports,100490.23,completed
26266,Дмитрий Морозов,Новосибирск,36,email,2025-04-02 14:00:00,130188,2025-05-05 14:00:00,Sports,32984.71,pending
9206,Артём Попов,Самара,36,partner,2025-04-17 17:00:00,191471,2025-04-20 17:00:00,Sports,118117.74,returned
37396,Максим Иванов,Новосибирск,44,advertising,2026-01-18 16:00:00,116022,2026-01-18 16:00:00,Books,145521.69,
26047,Елена Иванов,Екатеринбург,31,organic,2025-02-21 19:00:00,100244,2025-02-25 19:00:00,Books,89868.84,pending
33004,Ольга Морозов,Москва,33,advertising,2026-02-05 06:00:00,154154,2026-02-16 06:00:00,Home,36079.35,returned
34165,Елена Смирнов,Москва,58,partner,2025-11-20 16:00:00,119094,2025-12-07 16:00:00,Books,25180.54,cancelled
38751,Иван Морозов,Казань,55,organic,2025-12-18 02:00:00,208864,2026-02-06 02:00:00,Sports,98528.46,returned
12913,Сергей Иванов,Екатеринбург,60,social,2026-05-12 04:00:00,198655,2026-08-13 04:00:00,Books,90497.13,returned
18357,Ольга Попов,Краснодар,20,organic,2025-06-26 13:00:00,141768,2025-07-25 13:00:00,Electronics,18409.88,completed
32873,Дмитрий Попов,Нижний Новгород,39,advertising,2025-02-22 05:00:00,118178,2025-05-20 05:00:00,Clothing,109396.69,returned
5507,Мария Петров,Санкт-Петербург,20,advertising,2025-05-28 19:00:00,114272,2025-08-14 19:00:00,Sports,122598.61,
9158,Елена Попов,Казань,22,organic,2025-04-19 20:00:00,131753,2025-04-25 20:00:00,Beauty,113790.51,cancelled
23080,Дмитрий Иванов,Екатеринбург,28,organic,2025-04-20 06:00:00,152340,2025-06-27 06:00:00,Sports,54853.32,completed
12633,Алексей Смирнов,Самара,26,,2025-04-14 19:00:00,123888,2025-05-16 19:00:00,Clothing,41324.81,pending
2442,Сергей Попов,Краснодар,41,email,2025-05-20 19:00:00,115162,2025-07-15 19:00:00,Electronics,41107.38,completed
32019,Елена Сидоров,Нижний Новгород,25,organic,2026-04-26 14:00:00,185170,2026-08-23 14:00:00,Beauty,2399.89,completed
31554,Елена Кузнецов,Москва,22,partner,2025-04-25 19:00:00,122232,2025-05-23 19:00:00,Clothing,58102.87,returned
34656,Иван Попов,Санкт-Петербург,40,partner,2026-02-19 18:00:00,169062,2026-04-05 18:00:00,Books,101490.68,completed
10236,Артём Кузнецов,Нижний Новгород,39,,2025-09-14 13:00:00,103995,2026-01-10 13:00:00,Sports,121368.93,completed
9376,Ольга Попов,Новосибирск,42,social,2026-03-12 19:00:00,141165,2026-05-26 19:00:00,Electronics,120475.99,returned
15698,Анна Кузнецов,Новосибирск,28,advertising,2025-07-05 13:00:00,154066,2025-07-09 13:00:00,Clothing,99220.52,returned
11210,Максим Морозов,Самара,19,email,2025-02-16 21:00:00,194104,2025-05-07 21:00:00,Books,143931.49,returned
31327,Анна Сидоров,Краснодар,44,email,2025-08-14 17:00:00,155075,2025-09-11 17:00:00,Beauty,66200.81,completed
29614,Артём Волков,Санкт-Петербург,43,partner,2025-11-29 07:00:00,194370,2026-03-22 07:00:00,Beauty,79467.19,returned
33342,Елена Смирнов,Самара,45,partner,2026-01-28 16:00:00,122264,2026-03-16 16:00:00,Clothing,97059.04,completed
26508,Дмитрий Волков,Екатеринбург,40,,2025-01-19 08:00:00,151403,2025-01-26 08:00:00,Electronics,68110.69,
39080,Анна Иванов,Казань,51,,2025-08-08 07:00:00,206049,2025-10-09 07:00:00,Electronics,38951.55,pending
22149,Сергей Кузнецов,Казань,29,partner,2025-04-18 12:00:00,102477,2025-07-22 12:00:00,Home,68588.53,completed
9931,Максим Морозов,Нижний Новгород,27,social,2026-03-31 15:00:00,165149,2026-04-28 15:00:00,Electronics,76150.52,completed
10816,Мария Попов,Екатеринбург,30,advertising,2026-01-31 03:00:00,170522,2026-03-18 03:00:00,Books,76207.28,completed
16345,Мария Иванов,Казань,34,social,2026-04-06 07:00:00,153319,2026-05-03 07:00:00,Home,80829.15,
32592,Сергей Петров,Самара,50,social,2025-09-24 09:00:00,169613,2025-10-02 09:00:00,Books,49724.79,cancelled
10465,Ольга Смирнов,Новосибирск,56,social,2026-03-27 06:00:00,105723,2026-06-06 06:00:00,Clothing,139130.1,pending
37288,Анна Морозов,Нижний Новгород,48,social,2025-10-07 04:00:00,134038,2026-01-03 04:00:00,Electronics,36209.21,returned
38971,Дмитрий Сидоров,Краснодар,58,partner,2025-06-04 18:00:00,141847,2025-06-26 18:00:00,Books,96208.12,cancelled
24270,Артём Иванов,Новосибирск,24,organic,2025-11-27 08:00:00,110007,2026-03-22 08:00:00,Electronics,58884.3,completed
11214,Максим Смирнов,Новосибирск,50,partner,2025-02-01 06:00:00,186136,2025-05-08 06:00:00,Beauty,15780.43,cancelled
1523,Артём Морозов,Краснодар,31,email,2025-04-24 07:00:00,189274,2025-06-28 07:00:00,Beauty,3284.74,pending
17116,Мария Кузнецов,Самара,26,advertising,2025-04-13 01:00:00,207753,2025-04-15 01:00:00,Clothing,93057.04,returned
38095,Сергей Волков,Новосибирск,41,,2025-08-29 10:00:00,115298,2025-10-07 10:00:00,Home,64131.73,completed
33915,Ольга Иванов,Новосибирск,19,,2026-01-08 22:00:00,188553,2026-01-11 22:00:00,Beauty,83306.91,cancelled
34984,Максим Сидоров,Краснодар,64,advertising,2025-10-08 12:00:00,185151,2025-11-11 12:00:00,Home,115441.16,
4455,Иван Смирнов,Екатеринбург,32,social,2026-03-25 19:00:00,125986,2026-04-28 19:00:00,Sports,111770.14,completed
1143,Ольга Морозов,Краснодар,45,email,2026-04-13 03:00:00,190275,2026-05-23 03:00:00,Electronics,4486.84,completed
34834,Дмитрий Сидоров,Казань,21,,2026-04-18 23:00:00,170765,2026-07-03 23:00:00,Books,105837.95,completed
13889,Иван Кузнецов,Самара,59,email,2025-05-16 16:00:00,197512,2025-08-01 16:00:00,Beauty,42124.57,completed
29400,Алексей Морозов,Санкт-Петербург,62,advertising,2025-12-19 11:00:00,171173,2026-01-07 11:00:00,Beauty,133257.61,
33096,Елена Смирнов,Самара,40,advertising,2025-06-19 20:00:00,181355,2025-08-05 20:00:00,Home,131293.75,returned
3622,Иван Волков,Екатеринбург,27,partner,2025-12-13 12:00:00,218293,2026-02-22 12:00:00,Sports,33512.44,completed
27922,Алексей Петров,Самара,28,email,2025-02-19 07:00:00,124463,2025-05-15 07:00:00,Clothing,50371.14,cancelled
39716,Мария Смирнов,Самара,23,social,2026-04-16 08:00:00,148899,2026-04-26 08:00:00,Clothing,102055.58,pending
22082,Сергей Попов,Нижний Новгород,46,,2026-01-04 16:00:00,168376,2026-04-14 16:00:00,Clothing,54041.03,returned
17059,Дмитрий Иванов,Санкт-Петербург,48,social,2025-05-24 04:00:00,121996,2025-07-20 04:00:00,Clothing,90946.28,pending
38806,Анна Иванов,Новосибирск,46,partner,2025-03-13 02:00:00,187608,2025-05-06 02:00:00,Home,118087.71,pending
22544,Ольга Кузнецов,Новосибирск,19,organic,2025-11-15 13:00:00,204162,2026-03-05 13:00:00,Beauty,136585.38,
10443,Елена Кузнецов,Новосибирск,54,social,2025-04-05 15:00:00,128619,2025-07-26 15:00:00,Electronics,73034.51,returned
19187,Сергей Сидоров,Новосибирск,46,social,2025-10-13 13:00:00,171499,2025-11-01 13:00:00,Sports,75094.75,completed
30718,Сергей Сидоров,Москва,41,partner,2025-06-26 00:00:00,153324,2025-09-22 00:00:00,Sports,123255.97,completed
2181,Сергей Иванов,Москва,40,advertising,2025-07-04 17:00:00,218629,2025-07-12 17:00:00,Home,24153.63,cancelled
15634,Мария Смирнов,Нижний Новгород,24,,2025-09-17 01:00:00,131963,2025-12-17 01:00:00,Home,69101.14,returned
10736,Дмитрий Морозов,Екатеринбург,23,organic,2025-05-01 11:00:00,137267,2025-06-12 11:00:00,Home,102585.21,pending
8385,Мария Попов,Екатеринбург,34,organic,2025-07-25 06:00:00,197612,2025-08-30 06:00:00,Beauty,136142.72,completed
17133,Ольга Морозов,Нижний Новгород,26,social,2026-04-10 22:00:00,118554,2026-07-01 22:00:00,Beauty,55728.32,completed
17954,Ольга Кузнецов,Нижний Новгород,34,organic,2025-10-02 18:00:00,152817,2025-11-05 18:00:00,Clothing,2511.07,pending
39666,Максим Попов,Москва,32,partner,2025-02-10 11:00:00,202559,2025-03-27 11:00:00,Clothing,12896.77,completed
28490,Алексей Попов,Самара,32,advertising,2025-07-01 09:00:00,115664,2025-10-01 09:00:00,Beauty,125948.6,returned
11760,Ольга Кузнецов,Новосибирск,59,organic,2025-12-06 08:00:00,149805,2025-12-16 08:00:00,Sports,148192.75,returned
25166,Анна Смирнов,Екатеринбург,57,advertising,2025-01-04 10:00:00,207821,2025-04-14 10:00:00,Clothing,38703.16,returned
31446,Артём Сидоров,Самара,42,organic,2025-10-18 05:00:00,181763,2026-01-12 05:00:00,Beauty,64738.42,pending
33449,Мария Сидоров,Казань,52,partner,2026-03-29 17:00:00,170224,2026-04-09 17:00:00,Beauty,117680.33,completed
19765,Максим Иванов,Краснодар,61,,2026-03-19 18:00:00,169281,2026-06-08 18:00:00,Books,118939.68,completed
33927,Мария Петров,Нижний Новгород,26,organic,2025-04-16 06:00:00,177238,2025-07-02 06:00:00,Home,52298.85,completed
27579,Мария Морозов,Краснодар,55,,2026-04-10 11:00:00,145531,2026-07-13 11:00:00,Electronics,4953.52,cancelled
5477,Мария Кузнецов,Краснодар,29,email,2025-02-25 16:00:00,185580,2025-05-23 16:00:00,Electronics,4888.35,completed
3848,Анна Волков,Екатеринбург,18,advertising,2025-11-03 05:00:00,149389,2025-11-10 05:00:00,Clothing,84310.51,cancelled
28714,Ольга Иванов,Новосибирск,59,social,2025-12-20 01:00:00,121895,2026-03-05 01:00:00,Clothing,48326.18,returned
1303,Иван Петров,Москва,60,partner,2025-04-18 19:00:00,137173,2025-06-19 19:00:00,Beauty,64484.42,pending
14460,Максим Морозов,Новосибирск,21,,2025-04-24 11:00:00,213327,2025-05-28 11:00:00,Clothing,97174.1,
17940,Дмитрий Морозов,Самара,61,email,2025-05-04 17:00:00,136725,2025-08-06 17:00:00,Electronics,20171.04,completed
4362,Сергей Смирнов,Нижний Новгород,32,advertising,2025-02-19 17:00:00,134367,2025-04-07 17:00:00,Beauty,61279.58,returned
6724,Алексей Морозов,Самара,48,social,2025-12-16 16:00:00,170014,2026-03-27 16:00:00,Electronics,117179.93,returned
21522,Дмитрий Сидоров,Нижний Новгород,36,advertising,2025-11-28 02:00:00,100706,2025-11-30 02:00:00,Books,100520.82,completed
2114,Елена Сидоров,Москва,51,partner,2025-08-25 03:00:00,158696,2025-10-21 03:00:00,Clothing,107753.62,cancelled
7344,Максим Попов,Новосибирск,37,advertising,2026-04-20 16:00:00,177921,2026-06-30 16:00:00,Clothing,33951.65,
11617,Анна Смирнов,Краснодар,54,organic,2025-04-18 11:00:00,151845,2025-04-18 11:00:00,Electronics,25912.91,completed
29122,Дмитрий Петров,Краснодар,28,social,2025-04-21 16:00:00,143898,2025-08-10 16:00:00,Electronics,68333.14,completed
9164,Иван Волков,Москва,21,social,2025-10-05 12:00:00,191273,2026-01-30 12:00:00,Electronics,16988.37,returned
15177,Сергей Иванов,Екатеринбург,49,organic,2026-01-26 09:00:00,131655,2026-04-23 09:00:00,Electronics,63050.53,returned
34380,Елена Иванов,Москва,31,partner,2025-12-12 22:00:00,120954,2026-02-04 22:00:00,Home,71185.9,returned
11338,Анна Морозов,Нижний Новгород,63,social,2025-05-22 12:00:00,169215,2025-06-26 12:00:00,Electronics,65715.29,completed
18840,Артём Морозов,Краснодар,50,advertising,2025-09-13 20:00:00,205835,2025-10-23 20:00:00,Beauty,53172.47,cancelled
1300,Мария Морозов,Новосибирск,34,email,2025-05-27 04:00:00,132434,2025-09-03 04:00:00,Beauty,78725.54,pending
1998,Артём Иванов,Казань,39,advertising,2026-03-08 04:00:00,203470,2026-05-09 04:00:00,Sports,135674.11,completed
6036,Максим Попов,Самара,47,partner,2026-03-27 16:00:00,185904,2026-05-03 16:00:00,Beauty,45802.62,
16761,Дмитрий Иванов,Краснодар,26,partner,2026-03-05 17:00:00,128709,2026-03-15 17:00:00,Books,27885.75,returned
19672,Дмитрий Иванов,Санкт-Петербург,64,advertising,2025-06-28 00:00:00,129085,2025-09-28 00:00:00,Beauty,82593.69,completed
12107,Максим Смирнов,Казань,20,social,2025-01-23 21:00:00,180637,2025-01-31 21:00:00,Beauty,131129.36,pending
10233,Дмитрий Морозов,Казань,25,social,2025-08-24 03:00:00,176281,2025-09-10 03:00:00,Beauty,123147.96,completed
11592,Ольга Петров,Новосибирск,42,social,2025-11-10 00:00:00,127966,2026-01-11 00:00:00,Sports,66342.33,returned
8030,Сергей Смирнов,Новосибирск,36,email,2025-11-28 15:00:00,209388,2026-01-25 15:00:00,Home,96103.14,cancelled
21391,Иван Морозов,Новосибирск,51,partner,2025-11-14 04:00:00,103265,2026-02-06 04:00:00,Beauty,10688.54,
36400,Елена Волков,Краснодар,51,,2025-03-24 01:00:00,149088,2025-03-29 01:00:00,Clothing,84105.61,cancelled
32311,Ольга Волков,Самара,56,email,2025-04-17 21:00:00,110598,2025-06-08 21:00:00,Books,99795.7,completed
36760,Артём Попов,Москва,19,partner,2025-08-29 12:00:00,191262,2025-11-05 12:00:00,Home,53135.47,pending
8587,Алексей Смирнов,Самара,22,advertising,2025-10-03 00:00:00,131587,2026-01-21 00:00:00,Home,35839.65,pending
14895,Ольга Смирнов,Самара,45,organic,2025-10-11 04:00:00,187506,2025-11-11 04:00:00,Electronics,21478.94,returned
8084,Артём Сидоров,Нижний Новгород,30,advertising,2025-08-30 00:00:00,127469,2025-12-03 00:00:00,Home,22706.65,pending
1093,Елена Иванов,Казань,18,organic,2025-04-20 11:00:00,167494,2025-06-19 11:00:00,Books,136286.39,pending
395,Дмитрий Попов,Нижний Новгород,32,advertising,2025-06-18 16:00:00,127303,2025-07-10 16:00:00,Sports,83308.43,completed
16202,Анна Морозов,Казань,28,email,2025-11-09 23:00:00,153120,2026-02-15 23:00:00,Books,106866.2,pending
33082,Мария Сидоров,Самара,53,advertising,18.08.2025,174745,2025-03-14 18:00:00,Books,81383.21,pending
34808,Иван Морозов,Новосибирск,51,partner,2025-06-10 08:00:00,139440,2025-06-14 08:00:00,Clothing,67960.93,
19257,Мария Иванов,Новосибирск,23,social,2026-02-13 22:00:00,201234,2026-03-23 22:00:00,Electronics,142146.18,cancelled
20904,Алексей Сидоров,Краснодар,27,partner,2025-05-25 19:00:00,196358,2025-08-28 19:00:00,Sports,99193.94,cancelled
32153,Анна Попов,Екатеринбург,56,partner,2025-02-17 04:00:00,170477,2025-03-30 04:00:00,Sports,32585.47,completed
32405,Артём Волков,Казань,23,organic,2025-10-02 09:00:00,128648,2025-12-17 09:00:00,Sports,15047.89,cancelled
6157,Ольга Сидоров,Краснодар,64,advertising,2025-10-13 10:00:00,118278,2025-10-17 10:00:00,Electronics,5185.24,cancelled
18268,Анна Морозов,Санкт-Петербург,42,,2026-04-05 15:00:00,196383,2026-05-11 15:00:00,Sports,41978.2,completed
4768,Ольга Смирнов,Самара,43,,2025-10-28 14:00:00,194791,2026-02-07 14:00:00,Clothing,120525.05,completed
15875,Сергей Кузнецов,Нижний Новгород,54,partner,2025-12-01 02:00:00,157931,2025-12-01 02:00:00,Beauty,138727.11,completed
9306,Мария Морозов,Санкт-Петербург,38,advertising,2025-07-30 23:00:00,193164,2025-10-15 23:00:00,Electronics,34927.2,pending
24659,Сергей Морозов,Самара,51,social,2026-04-19 18:00:00,107808,2026-08-01 18:00:00,Home,66970.21,completed
